rank	gene	longname	N	nnei	nncd	nsil	nmis	nstp	nspl	nind	n	npat	nsite	pCV	pCL	pFN	p	q
178	TMPO	thymopoietin	2919	61	0	1	4	0	0	0	4	3	4	2.203473e-02	1	1.630000e-01	3.677516e-02	1
179	MPHOSPH8	M-phase phosphoprotein 8	2637	16	0	0	0	0	1	0	1	1	1	3.677987e-02	NaN	NaN	3.677987e-02	1
180	NRIP3	nuclear receptor interacting protein 3	750	50	0	0	1	0	0	0	1	1	1	3.725524e-02	NaN	NaN	3.725524e-02	1
181	ANKK1	ankyrin repeat and kinase domain containing 1	2328	2	0	0	3	0	0	0	3	3	2	3.259318e-01	1.500000e-02	8.280000e-01	3.767879e-02	1
182	FCGR3A	Fc fragment of IgG, low affinity IIIa, receptor (CD16a)	889	169	0	0	2	0	0	0	2	2	2	2.286076e-02	1	2.260000e-01	3.804010e-02	1
183	GCM2	glial cells missing homolog 2 (Drosophila)	1539	32	0	1	0	1	0	0	1	1	1	3.818915e-02	NaN	NaN	3.818915e-02	1
184	CD36	CD36 molecule (thrombospondin receptor)	1469	27	0	0	1	0	0	0	1	1	1	3.831177e-02	NaN	NaN	3.831177e-02	1
185	INF2	inverted formin, FH2 and WH2 domain containing	3870	23	0	0	3	0	0	0	3	3	3	4.084067e-02	1	1.530000e-01	3.837688e-02	1
186	PARD6B	par-6 partitioning defective 6 homolog beta (C. elegans)	1127	7	0	1	0	1	0	0	1	1	1	3.868820e-02	NaN	NaN	3.868820e-02	1
187	C1S	complement component 1, s subcomponent	2111	30	0	0	0	0	1	0	1	1	1	3.910895e-02	NaN	NaN	3.910895e-02	1
188	RYR1	ryanodine receptor 1 (skeletal)	15537	13	0	1	8	0	1	0	9	8	9	7.039095e-02	1	6.000000e-02	3.911262e-02	1
189	FAM81A	family with sequence similarity 81, member A	1139	103	0	0	0	0	1	0	1	1	1	3.923322e-02	NaN	NaN	3.923322e-02	1
190	CD101	CD101 molecule	3104	65	0	0	1	0	1	0	2	2	2	1.799836e-02	1	2.040000e-01	3.940183e-02	1
191	POLR1A	polymerase (RNA) I polypeptide A, 194kDa	5485	5	0	0	0	1	0	0	1	1	1	3.947108e-02	NaN	NaN	3.947108e-02	1
192	PGBD1	piggyBac transposable element derived 1	2458	4	0	1	0	0	1	0	1	1	1	3.958996e-02	NaN	NaN	3.958996e-02	1
193	TMEM214	transmembrane protein 214	2134	69	0	0	0	0	1	0	1	1	1	3.960666e-02	NaN	NaN	3.960666e-02	1
194	UBQLN2	ubiquilin 2	1875	86	0	0	0	1	0	0	1	1	1	3.988583e-02	NaN	NaN	3.988583e-02	1
195	ATP1A2	ATPase, Na+/K+ transporting, alpha 2 (+) polypeptide	3151	8	0	0	3	0	0	0	3	3	3	9.371207e-02	1	4.100000e-02	4.000520e-02	1
196	PENK	proenkephalin	814	15	0	0	2	0	0	0	2	2	2	4.003574e-02	NaN	NaN	4.003574e-02	1
197	CHD2	chromodomain helicase DNA binding protein 2	5641	10	0	0	1	1	0	0	2	2	2	6.702446e-03	1	8.810000e-01	4.025008e-02	1
198	FBXO30	F-box protein 30	2246	337	0	0	2	0	0	0	2	2	2	5.132907e-02	1	8.900000e-02	4.035847e-02	1
199	SIPA1L2	signal-induced proliferation-associated 1 like 2	5249	0	0	0	4	1	0	0	5	5	5	7.733459e-02	1	2.500000e-02	4.037849e-02	1
200	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	1522	49	0	1	0	0	1	0	1	1	1	4.090101e-02	NaN	NaN	4.090101e-02	1
201	KIR2DL4	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4	1163	24	0	0	1	0	0	0	1	1	1	4.093352e-02	NaN	NaN	4.093352e-02	1
202	F5	coagulation factor V (proaccelerin, labile factor)	6771	7	0	0	0	1	0	0	1	1	1	4.096787e-02	NaN	NaN	4.096787e-02	1
203	MTX2	metaxin 2	828	246	0	0	2	0	0	0	2	2	2	1.197576e-02	1	3.990000e-01	4.104737e-02	1
204	PROSC	proline synthetase co-transcribed homolog (bacterial)	858	12	0	0	0	0	1	0	1	1	1	4.107452e-02	NaN	NaN	4.107452e-02	1
205	LCE5A	late cornified envelope 5A	361	14	0	0	1	0	0	0	1	1	1	4.137224e-02	NaN	NaN	4.137224e-02	1
206	MOBP	myelin-associated oligodendrocyte basic protein	254	26	0	0	1	0	0	0	1	1	1	4.143811e-02	NaN	NaN	4.143811e-02	1
207	ARSI	arylsulfatase family, member I	1714	34	0	0	1	1	0	0	2	2	2	6.997544e-03	1	6.290000e-01	4.172073e-02	1
208	CCNJ	cyclin J	1172	2	0	0	0	1	0	0	1	1	1	4.203038e-02	NaN	NaN	4.203038e-02	1
209	KRCC1	lysine-rich coiled-coil 1	784	69	0	0	0	1	0	0	1	1	1	4.219294e-02	NaN	NaN	4.219294e-02	1
210	SLC35A1	solute carrier family 35 (CMP-sialic acid transporter), member A1	1044	63	0	0	2	0	0	0	2	2	2	7.128015e-03	1	8.190000e-01	4.236694e-02	1
211	ZNF765	zinc finger protein 765	1584	147	0	0	2	0	0	0	2	2	2	5.475262e-02	1	8.000000e-02	4.258719e-02	1
212	ABHD15	abhydrolase domain containing 15	1432	126	0	0	0	0	0	1	1	1	1	4.296980e-02	NaN	NaN	4.296980e-02	1
213	PLVAP	plasmalemma vesicle associated protein	1351	152	0	0	2	0	0	0	2	2	2	5.274914e-02	1	2.600000e-02	4.337314e-02	1
214	ZNF646	zinc finger protein 646	5507	1	0	0	0	1	0	0	1	1	1	4.345219e-02	NaN	NaN	4.345219e-02	1
215	CCDC13	coiled-coil domain containing 13	2208	39	0	0	1	1	0	0	2	2	2	7.450165e-03	1	9.350000e-01	4.395239e-02	1
216	PPL	periplakin	5357	211	1	1	2	1	0	0	3	3	3	7.406455e-02	1	8.600000e-02	4.410105e-02	1
217	FAM111A	family with sequence similarity 111, member A	1848	15	0	0	0	1	0	0	1	1	1	4.412496e-02	NaN	NaN	4.412496e-02	1
218	HADH	hydroxyacyl-Coenzyme A dehydrogenase	1028	90	0	0	0	0	1	0	1	1	1	4.414226e-02	NaN	NaN	4.414226e-02	1
219	GALR3	galanin receptor 3	1115	8	0	0	1	0	0	0	1	1	1	4.417151e-02	NaN	NaN	4.417151e-02	1
220	MGAT5B	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B	2537	164	0	1	2	0	1	0	3	3	3	7.560197e-03	1	8.320000e-01	4.449069e-02	1
221	FAM163A	family with sequence similarity 163, member A	512	57	0	0	1	0	0	0	1	1	1	4.449924e-02	NaN	NaN	4.449924e-02	1
222	C11orf80	chromosome 11 open reading frame 80	2100	67	0	0	0	1	0	0	1	1	1	4.464587e-02	NaN	NaN	4.464587e-02	1
223	NCS1	neuronal calcium sensor 1	617	7	0	0	1	0	0	0	1	1	1	4.488328e-02	NaN	NaN	4.488328e-02	1
224	IL17F	interleukin 17F	502	6	0	0	1	0	0	0	1	1	1	4.504571e-02	NaN	NaN	4.504571e-02	1
225	MCEE	methylmalonyl CoA epimerase	970	128	0	0	0	0	0	1	1	1	1	4.547333e-02	NaN	NaN	4.547333e-02	1
226	TRIM54	tripartite motif-containing 54	1238	31	0	0	1	0	0	0	1	1	1	4.585235e-02	NaN	NaN	4.585235e-02	1
227	KRT6A	keratin 6A	1727	60	0	1	1	1	0	0	2	2	2	7.841303e-03	1	3.470000e-01	4.585869e-02	1
228	CRAMP1L	Crm, cramped-like (Drosophila)	3886	6	0	0	0	1	0	0	1	1	1	4.621814e-02	NaN	NaN	4.621814e-02	1
229	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	3238	63	0	0	2	0	0	1	3	3	3	7.926285e-03	1	9.810000e-01	4.627025e-02	1
230	EDEM1	ER degradation enhancer, mannosidase alpha-like 1	2018	51	0	0	1	0	0	0	1	1	1	4.629520e-02	NaN	NaN	4.629520e-02	1
231	MAP3K1	mitogen-activated protein kinase kinase kinase 1	4615	104	0	1	0	1	0	2	3	3	3	7.943469e-03	1	9.890000e-01	4.635336e-02	1
232	ANTXR2	anthrax toxin receptor 2	1573	26	0	0	1	1	0	0	2	2	2	7.950396e-03	1	6.530000e-01	4.638685e-02	1
233	FOXF2	forkhead box F2	1339	57	0	0	1	0	0	0	1	1	1	4.649537e-02	NaN	NaN	4.649537e-02	1
234	SLC38A10	solute carrier family 38, member 10	3696	35	0	0	0	1	0	0	1	1	1	4.696253e-02	NaN	NaN	4.696253e-02	1
235	BCORL1	BCL6 co-repressor-like 1	5410	5	0	0	0	0	0	1	1	1	1	4.706883e-02	NaN	NaN	4.706883e-02	1
236	KRTAP5-1	keratin associated protein 5-1	841	236	0	0	0	0	0	1	1	1	1	4.725111e-02	NaN	NaN	4.725111e-02	1
237	NCOA3	nuclear receptor coactivator 3	4389	4	0	0	0	1	0	0	1	1	1	4.761905e-02	NaN	NaN	4.761905e-02	1
238	DDX56	DEAD (Asp-Glu-Ala-Asp) box polypeptide 56	1696	19	0	1	0	1	0	0	1	1	1	4.763858e-02	NaN	NaN	4.763858e-02	1
239	APOB	apolipoprotein B (including Ag(x) antigen)	13804	97	0	2	6	1	0	0	7	7	7	3.999085e-02	1	1.210000e-01	4.777269e-02	1
240	MRPL49	mitochondrial ribosomal protein L49	926	12	0	0	1	0	0	0	1	1	1	4.778510e-02	NaN	NaN	4.778510e-02	1
241	MAMDC4	MAM domain containing 4	3530	1	0	0	0	0	1	0	1	1	1	4.785181e-02	NaN	NaN	4.785181e-02	1
242	METTL2A	methyltransferase like 2A	1171	17	0	1	1	0	0	0	1	1	1	4.802470e-02	NaN	NaN	4.802470e-02	1
243	XBP1	X-box binding protein 1	1175	231	0	0	0	1	0	0	1	1	1	4.810927e-02	NaN	NaN	4.810927e-02	1
244	DNAI1	dynein, axonemal, intermediate chain 1	2180	14	0	0	1	0	0	0	1	1	1	4.837620e-02	NaN	NaN	4.837620e-02	1
245	CYP4X1	cytochrome P450, family 4, subfamily X, polypeptide 1	1574	94	0	0	1	0	0	0	1	1	1	4.838068e-02	NaN	NaN	4.838068e-02	1
246	ZFPL1	zinc finger protein-like 1	1216	12	0	0	1	0	0	0	1	1	1	4.839476e-02	NaN	NaN	4.839476e-02	1
247	SORCS1	sortilin-related VPS10 domain containing receptor 1	3841	2	0	1	2	0	0	0	2	2	1	8.427953e-01	1.000000e-02	9.358000e-01	4.868155e-02	1
248	ANXA13	annexin A13	1120	65	0	0	2	0	0	0	2	2	2	1.607174e-02	1	4.250000e-01	4.880465e-02	1
249	FRMD7	FERM domain containing 7	2189	17	0	0	1	0	0	0	1	1	1	4.891018e-02	NaN	NaN	4.891018e-02	1
250	SLC34A3	solute carrier family 34 (sodium phosphate), member 3	1851	76	0	0	1	0	0	0	1	1	1	4.914090e-02	NaN	NaN	4.914090e-02	1
251	CDH24	cadherin-like 24	2524	8	0	0	0	0	1	0	1	1	1	4.918676e-02	NaN	NaN	4.918676e-02	1
252	TMEM67	transmembrane protein 67	3240	2	0	0	0	1	0	0	1	1	1	4.936939e-02	NaN	NaN	4.936939e-02	1
253	POLB	polymerase (DNA directed), beta	1060	19	0	0	1	0	0	0	1	1	1	4.939834e-02	NaN	NaN	4.939834e-02	1
254	PTPRN2	protein tyrosine phosphatase, receptor type, N polypeptide 2	3136	77	0	0	0	0	2	0	2	2	2	8.609084e-03	1	8.600000e-01	4.954474e-02	1
255	TMEM79	transmembrane protein 79	1264	146	0	0	0	2	0	0	2	2	2	8.610404e-03	1	9.110000e-01	4.955101e-02	1
256	CAPS2	calcyphosine 2	1742	7	0	0	1	1	0	0	2	2	2	8.650394e-03	1	6.370000e-01	4.974107e-02	1
257	EN2	engrailed homeobox 2	1006	5	0	0	1	0	0	0	1	1	1	4.976617e-02	NaN	NaN	4.976617e-02	1
258	NSUN6	NOL1/NOP2/Sun domain family, member 6	1450	128	0	0	1	1	0	0	2	2	2	8.746569e-03	1	9.730000e-01	5.019738e-02	1
259	GSTM3	glutathione S-transferase M3 (brain)	706	169	0	0	1	0	0	0	1	1	1	5.023278e-02	NaN	NaN	5.023278e-02	1
260	EPS8L1	EPS8-like 1	2300	39	0	0	0	0	0	1	1	1	1	5.032650e-02	NaN	NaN	5.032650e-02	1
261	RPN2	ribophorin II	2214	61	0	0	0	1	0	0	1	1	1	5.052294e-02	NaN	NaN	5.052294e-02	1
262	TEAD1	TEA domain family member 1 (SV40 transcriptional enhancer factor)	1325	81	0	0	0	1	0	0	1	1	1	5.073899e-02	NaN	NaN	5.073899e-02	1
263	CDC45	cell division cycle 45 homolog (S. cerevisiae)	1876	88	0	0	2	0	0	0	2	2	2	6.240281e-02	1	8.900000e-02	5.073988e-02	1
264	F8	coagulation factor VIII, procoagulant component (hemophilia A)	7468	1	0	0	1	0	0	1	2	2	2	7.234975e-02	1	1.130000e-01	5.091854e-02	1
265	CLK2	CDC-like kinase 2	1543	136	0	0	2	0	0	0	2	2	2	6.270284e-02	1	1.150000e-01	5.094112e-02	1
266	N4BP2	NEDD4 binding protein 2	5373	37	0	0	1	0	0	0	1	1	1	5.109387e-02	NaN	NaN	5.109387e-02	1
267	DUSP21	dual specificity phosphatase 21	573	18	0	0	1	0	0	0	1	1	1	5.148591e-02	NaN	NaN	5.148591e-02	1
268	FTO	fat mass and obesity associated	1550	301	0	0	2	0	0	0	2	2	2	4.026904e-02	1	1.830000e-01	5.149022e-02	1
269	ZBTB33	zinc finger and BTB domain containing 33	2023	18	0	1	0	1	0	0	1	1	1	5.189431e-02	NaN	NaN	5.189431e-02	1
270	LILRB2	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2	1849	211	1	0	3	0	0	0	3	3	3	9.142288e-03	1	4.000000e-01	5.206391e-02	1
271	RELT	RELT tumor necrosis factor receptor	1333	240	0	0	2	0	0	0	2	2	2	4.740426e-02	1	8.900000e-02	5.209552e-02	1
272	ATP8B4	ATPase, class I, type 8B, member 4	3687	58	0	0	4	1	0	0	5	4	5	9.165359e-03	1	6.680000e-01	5.217220e-02	1
273	KPNA6	karyopherin alpha 6 (importin alpha 7)	1665	60	0	0	0	0	1	0	1	1	1	5.218164e-02	NaN	NaN	5.218164e-02	1
274	PROK2	prokineticin 2	402	14	0	0	1	0	0	0	1	1	1	5.221113e-02	NaN	NaN	5.221113e-02	1
275	TRMT5	TRM5 tRNA methyltransferase 5 homolog (S. cerevisiae)	1764	36	0	0	0	1	0	0	1	1	1	5.234707e-02	NaN	NaN	5.234707e-02	1
276	CTSK	cathepsin K	1017	256	0	0	1	0	0	0	1	1	1	5.247220e-02	NaN	NaN	5.247220e-02	1
277	CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)	2742	31	0	0	1	1	0	0	2	2	2	3.027612e-02	1	3.050000e-01	5.249503e-02	1
278	ADAMTSL2	ADAMTS-like 2	2924	658	0	0	1	0	0	1	2	2	2	2.276662e-02	1	2.770000e-01	5.275051e-02	1
279	LRIT3	leucine-rich repeat, immunoglobulin-like and transmembrane domains 3	1913	144	0	0	0	0	0	1	1	1	1	5.282712e-02	NaN	NaN	5.282712e-02	1
280	KRTAP4-2	keratin associated protein 4-2	413	42	0	0	0	0	0	1	1	1	1	5.313595e-02	NaN	NaN	5.313595e-02	1
281	BAZ2A	bromodomain adjacent to zinc finger domain, 2A	5831	7	0	0	0	1	0	0	1	1	1	5.321386e-02	NaN	NaN	5.321386e-02	1
282	VAMP5	vesicle-associated membrane protein 5 (myobrevin)	500	4	1	0	0	1	0	0	1	1	1	5.321701e-02	NaN	NaN	5.321701e-02	1
283	SMOC1	SPARC related modular calcium binding 1	1352	94	0	0	2	0	0	0	2	2	2	1.718951e-02	1	3.040000e-01	5.328264e-02	1
284	PLTP	phospholipid transfer protein	1542	23	0	0	2	0	0	1	3	3	3	9.430883e-03	1	7.220000e-01	5.341431e-02	1
285	GLDC	glycine dehydrogenase (decarboxylating)	3159	8	0	0	0	1	0	0	1	1	1	5.349490e-02	NaN	NaN	5.349490e-02	1
286	CPT1A	carnitine palmitoyltransferase 1A (liver)	2434	62	0	1	1	1	0	0	2	2	2	4.638021e-02	1	2.000000e-01	5.398921e-02	1
287	TCHP	trichoplein, keratin filament binding	1543	74	0	0	0	0	1	0	1	1	1	5.399124e-02	NaN	NaN	5.399124e-02	1
288	NSMAF	neutral sphingomyelinase (N-SMase) activation associated factor	3030	18	0	0	0	0	1	0	1	1	1	5.407009e-02	NaN	NaN	5.407009e-02	1
289	SNAPC4	small nuclear RNA activating complex, polypeptide 4, 190kDa	4500	7	0	0	0	0	0	1	1	1	1	5.414646e-02	NaN	NaN	5.414646e-02	1
290	MED24	mediator complex subunit 24	3074	38	0	0	1	0	1	0	2	2	2	9.652335e-03	1	1.100000e-01	5.444453e-02	1
291	SLC7A10	solute carrier family 7, (neutral amino acid transporter, y+ system) member 10	1614	0	0	0	0	1	0	0	1	1	1	5.464478e-02	NaN	NaN	5.464478e-02	1
292	PLA2G4E	phospholipase A2, group IVE	2592	22	0	0	1	0	0	0	1	1	1	5.470252e-02	NaN	NaN	5.470252e-02	1
293	TMEM63A	transmembrane protein 63A	2516	95	0	0	2	0	0	0	2	2	2	6.348472e-02	1	1.380000e-01	5.472661e-02	1
294	DCAF4L2	DDB1 and CUL4 associated factor 4-like 2	1190	764	0	0	3	0	0	0	3	3	3	8.831881e-02	1	8.200000e-02	5.514432e-02	1
295	JMJD6	jumonji domain containing 6	1340	14	0	0	1	0	0	0	1	1	1	5.526043e-02	NaN	NaN	5.526043e-02	1
296	KCNH4	potassium voltage-gated channel, subfamily H (eag-related), member 4	3114	128	0	1	3	0	0	0	3	3	3	2.229261e-02	1	3.490000e-01	5.527218e-02	1
297	GRIN2A	glutamate receptor, ionotropic, N-methyl D-aspartate 2A	4443	1	0	2	2	0	0	0	2	1	2	9.837293e-01	1.000000e-02	4.899750e-01	5.530108e-02	1
298	OTUD6A	OTU domain containing 6A	869	233	0	0	1	0	0	0	1	1	1	5.539286e-02	NaN	NaN	5.539286e-02	1
299	SLC7A11	solute carrier family 7, (cationic amino acid transporter, y+ system) member 11	1550	91	0	0	1	0	0	0	1	1	1	5.574569e-02	NaN	NaN	5.574569e-02	1
300	NEURL4	neuralized homolog 4 (Drosophila)	4803	116	0	1	1	0	0	1	2	2	2	1.384628e-01	1	5.300000e-02	5.591038e-02	1
301	SFTA2	surfactant associated 2	247	82	0	0	1	0	0	0	1	1	1	5.620241e-02	NaN	NaN	5.620241e-02	1
302	TMC5	transmembrane channel-like 5	3413	46	0	0	2	0	0	0	2	2	2	5.921159e-02	1	1.070000e-01	5.635529e-02	1
303	MTX1	metaxin 1	1429	81	0	0	2	0	0	0	2	2	2	3.745208e-02	1	4.900000e-02	5.673913e-02	1
304	ANP32E	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	831	200	0	0	1	0	0	0	1	1	1	5.680801e-02	NaN	NaN	5.680801e-02	1
305	IL12RB2	interleukin 12 receptor, beta 2	2649	37	0	0	1	0	0	0	1	1	1	5.684589e-02	NaN	NaN	5.684589e-02	1
306	MCTP2	multiple C2 domains, transmembrane 2	2797	0	0	0	0	0	2	0	2	2	2	1.579986e-02	1	5.350000e-01	5.700152e-02	1
307	C18orf8	chromosome 18 open reading frame 8	2052	20	0	0	1	0	1	0	2	2	2	1.027541e-02	1	7.450000e-01	5.731627e-02	1
308	DSTYK	dual serine/threonine and tyrosine protein kinase	2840	7	0	0	0	0	1	0	1	1	1	5.751868e-02	NaN	NaN	5.751868e-02	1
309	ATG2A	ATG2 autophagy related 2 homolog A (S. cerevisiae)	5977	1	0	3	4	0	0	0	4	4	4	8.919577e-01	1.100000e-02	8.360000e-01	5.764241e-02	1
310	KRTAP12-1	keratin associated protein 12-1	293	86	0	0	1	0	0	0	1	1	1	5.767147e-02	NaN	NaN	5.767147e-02	1
311	RNASE2	ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)	490	166	0	0	1	0	0	0	1	1	1	5.783600e-02	NaN	NaN	5.783600e-02	1
312	ARHGAP12	Rho GTPase activating protein 12	2613	31	0	0	0	1	0	0	1	1	1	5.796251e-02	NaN	NaN	5.796251e-02	1
313	ZDHHC2	zinc finger, DHHC-type containing 2	1152	66	0	0	1	0	0	0	1	1	1	5.875681e-02	NaN	NaN	5.875681e-02	1
314	USP35	ubiquitin specific peptidase 35	3097	2	0	5	3	1	0	0	4	3	4	2.410171e-01	1	3.300000e-02	5.881877e-02	1
315	AFF3	AF4/FMR2 family, member 3	3848	233	0	1	2	0	0	0	2	2	2	1.930357e-01	1	4.700000e-02	5.887427e-02	1
316	ZNFX1	zinc finger, NFX1-type containing 1	5809	29	0	0	1	0	0	0	1	1	1	5.910124e-02	NaN	NaN	5.910124e-02	1
317	TMEM55B	transmembrane protein 55B	879	13	0	0	1	0	0	0	1	1	1	5.944695e-02	NaN	NaN	5.944695e-02	1
318	BCAP29	B-cell receptor-associated protein 29	1325	110	0	0	1	0	0	0	1	1	1	5.949213e-02	NaN	NaN	5.949213e-02	1
319	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	2677	36	0	0	0	1	0	0	1	1	1	5.966133e-02	NaN	NaN	5.966133e-02	1
320	DAP	death-associated protein	321	110	0	0	1	0	0	0	1	1	1	5.994303e-02	NaN	NaN	5.994303e-02	1
321	PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	1186	57	0	1	0	1	0	0	1	1	1	5.995056e-02	NaN	NaN	5.995056e-02	1
322	KIAA1211	KIAA1211	3734	137	0	1	2	1	0	0	3	3	3	1.085934e-02	1	8.710000e-01	5.997320e-02	1
323	POLR2D	polymerase (RNA) II (DNA directed) polypeptide D	443	52	0	0	1	0	0	0	1	1	1	6.003818e-02	NaN	NaN	6.003818e-02	1
324	NSL1	NSL1, MIND kinetochore complex component, homolog (S. cerevisiae)	972	220	0	0	0	0	0	1	1	1	1	6.014596e-02	NaN	NaN	6.014596e-02	1
325	RFXANK	regulatory factor X-associated ankyrin-containing protein	815	28	0	1	0	1	0	0	1	1	1	6.020320e-02	NaN	NaN	6.020320e-02	1
326	GFRA4	GDNF family receptor alpha 4	916	31	0	0	1	0	0	0	1	1	1	6.027797e-02	NaN	NaN	6.027797e-02	1
327	HIPK3	homeodomain interacting protein kinase 3	3712	36	0	0	2	0	0	0	2	2	2	1.096096e-02	1	6.950000e-01	6.043231e-02	1
328	RUNX1	runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)	1520	439	0	0	2	0	0	0	2	2	2	8.658490e-02	1	7.700000e-02	6.059169e-02	1
329	HLA-B	major histocompatibility complex, class I, B	1119	51	0	0	2	0	0	0	2	2	2	1.101651e-02	1	9.710000e-01	6.068289e-02	1
330	C7orf33	chromosome 7 open reading frame 33	542	23	0	0	1	0	0	0	1	1	1	6.068356e-02	NaN	NaN	6.068356e-02	1
331	SLC6A11	solute carrier family 6 (neurotransmitter transporter, GABA), member 11	1955	97	0	0	0	0	1	0	1	1	1	6.085787e-02	NaN	NaN	6.085787e-02	1
332	CTH	cystathionase (cystathionine gamma-lyase)	1262	30	0	0	1	0	1	0	2	2	2	1.107567e-02	1	3.390000e-01	6.094946e-02	1
333	C11orf30	chromosome 11 open reading frame 30	4049	179	1	0	1	0	0	1	2	2	2	1.203469e-01	1	7.800000e-02	6.147388e-02	1
334	ACTC1	actin, alpha, cardiac muscle 1	1158	67	0	0	1	0	0	0	1	1	1	6.149095e-02	NaN	NaN	6.149095e-02	1
335	PDE8B	phosphodiesterase 8B	2744	7	0	0	0	0	0	1	1	1	1	6.154325e-02	NaN	NaN	6.154325e-02	1
336	LAMB2	laminin, beta 2 (laminin S)	5521	3	0	0	0	0	0	1	1	1	1	6.159997e-02	NaN	NaN	6.159997e-02	1
337	TIMM23	translocase of inner mitochondrial membrane 23 homolog (yeast)	654	92	0	0	1	0	0	0	1	1	1	6.165576e-02	NaN	NaN	6.165576e-02	1
338	ABAT	4-aminobutyrate aminotransferase	1563	41	0	0	2	0	0	0	2	2	2	1.123475e-02	1	3.400000e-01	6.166467e-02	1
339	OR10C1	olfactory receptor, family 10, subfamily C, member 1	938	57	0	0	2	0	0	0	2	2	2	2.866353e-02	1	3.370000e-01	6.192791e-02	1
340	OR4D6	olfactory receptor, family 4, subfamily D, member 6	944	49	0	0	0	1	0	0	1	1	1	6.201523e-02	NaN	NaN	6.201523e-02	1
341	RAPGEF2	Rap guanine nucleotide exchange factor (GEF) 2	4592	16	0	1	0	0	1	0	1	1	1	6.203701e-02	NaN	NaN	6.203701e-02	1
342	FIG4	FIG4 homolog (S. cerevisiae)	2812	3	0	0	0	0	0	1	1	1	1	6.206829e-02	NaN	NaN	6.206829e-02	1
343	PIGH	phosphatidylinositol glycan anchor biosynthesis, class H	581	18	0	0	1	0	0	0	1	1	1	6.209213e-02	NaN	NaN	6.209213e-02	1
344	MTRF1	mitochondrial translational release factor 1	1374	177	0	0	0	0	1	0	1	1	1	6.213783e-02	NaN	NaN	6.213783e-02	1
345	SEC14L5	SEC14-like 5 (S. cerevisiae)	2151	261	0	0	2	0	0	0	2	2	2	9.868573e-02	1	8.800000e-02	6.261784e-02	1
346	C5orf58	chromosome 5 open reading frame 58	321	62	0	0	0	1	0	0	1	1	1	6.282913e-02	NaN	NaN	6.282913e-02	1
347	RDX	radixin	1804	66	1	0	0	1	0	0	1	1	1	6.289980e-02	NaN	NaN	6.289980e-02	1
348	DNAJC11	DnaJ (Hsp40) homolog, subfamily C, member 11	1742	14	0	0	1	0	0	0	1	1	1	6.299053e-02	NaN	NaN	6.299053e-02	1
349	DOK4	docking protein 4	1009	133	0	0	1	0	0	0	1	1	1	6.301575e-02	NaN	NaN	6.301575e-02	1
350	TBCA	tubulin folding cofactor A	339	50	0	0	1	0	0	0	1	1	1	6.308601e-02	NaN	NaN	6.308601e-02	1
351	MSL1	male-specific lethal 1 homolog (Drosophila)	1088	116	1	0	2	0	0	0	2	2	2	2.925463e-02	1	3.940000e-01	6.310025e-02	1
352	CHRND	cholinergic receptor, nicotinic, delta	1600	250	0	0	3	0	0	0	3	3	3	1.157256e-02	1	6.610000e-01	6.317596e-02	1
353	CDC16	cell division cycle 16 homolog (S. cerevisiae)	1935	130	0	0	2	0	0	0	2	2	2	1.160023e-02	1	9.320000e-01	6.329935e-02	1
354	TMEM190	transmembrane protein 190	554	89	0	0	1	0	0	0	1	1	1	6.343735e-02	NaN	NaN	6.343735e-02	1
355	NAPRT1	nicotinate phosphoribosyltransferase domain containing 1	1788	27	0	0	0	1	0	0	1	1	1	6.346318e-02	NaN	NaN	6.346318e-02	1
356	MDFIC	MyoD family inhibitor domain containing	1124	123	0	0	1	0	0	0	1	1	1	6.350929e-02	NaN	NaN	6.350929e-02	1
357	MRPS36	mitochondrial ribosomal protein S36	326	138	0	0	1	0	0	0	1	1	1	6.352142e-02	NaN	NaN	6.352142e-02	1
358	GPRC5C	G protein-coupled receptor, family C, group 5, member C	1481	3	0	2	2	0	0	0	2	2	1	5.550570e-01	2.100000e-02	9.300000e-01	6.354862e-02	1
359	MAFK	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)	479	47	0	0	1	0	0	0	1	1	1	6.386143e-02	NaN	NaN	6.386143e-02	1
360	C12orf65	chromosome 12 open reading frame 65	509	41	0	0	1	0	0	0	1	1	1	6.413114e-02	NaN	NaN	6.413114e-02	1
361	EBF3	early B-cell factor 3	1718	11	0	0	0	1	0	0	1	1	1	6.425037e-02	NaN	NaN	6.425037e-02	1
362	SORL1	sortilin-related receptor, L(DLR class) A repeats-containing	6835	0	0	0	1	1	0	0	2	1	2	1.142451e-01	1	7.100000e-02	6.454943e-02	1
